STRING ID,DESCRIPTION,ENGLISH,FRENCH / FRANÇAIS,SPANISH / ESPAÑOL,GERMAN / DEUTSCH,ITALIAN / ITALIANO,PORTUGUESE / PORTUGUÊS (BR),PORTUGUESE / PORTUGUÊS (PT),RUSSIAN / РУССКИЙ,GREEK / ΕΛΛΗΝΙΚΑ,TURKISH / TÜRKÇE,DANISH / DANSK,NORWEGIAN (NB) / NORSK BOKMÅL,SWEDISH / SVENSKA,DUTCH / NEDERLANDS,POLISH / POLSKI,FINNISH / SUOMI,JAPANESE / 日本語,SIMPLIFIED CHINESE / 简体中文,TRADITIONAL CHINESE / 繁体中文,KOREAN / 한국어,CZECH / ČEŠTINA,HUNGARIAN / MAGYAR,ROMANIAN / ROMÂNĂ,THAI / ภาษาไทย,BULGARIAN / БЪЛГАРСКИ,עברית / HEBREW,العربية / ARABIC,BOSNIAN
PLAYERS_GET_READY,,Players Get Ready,Tenez-vous prêts,"Jugadores, prepárense","Spieler, macht euch bereit",,,,,,,,,,,,,プレイヤーの準備が完了,,,플레이어는 준비하세요,,,,,,,,
IN_GAME_PLAYER_LABEL,,Player,Joueur,Jugador,Spieler,,,,,,,,,,,,,プレイヤー,,,플레이어,,,,,,,,
NEXT_BEATMAP,,Next Beatmap,Beatmap suivante,Siguiente Beatmap,Nächste Beatmap,,,,,,,,,,,,,次のビートマップ,,,다음 비트맵,,,,,,,,
NO_BEATMAP,,No Beatmap,Aucune Beatmap,Sin Beatmap,Keine Beatmap,,,,,,,,,,,,,ビートマップなし,,,비트맵 없음,,,,,,,,
KICK_PLAYER,,Kick,Expulser,Expulsar,Rauswerfen,,,,,,,,,,,,,キック,,,추방,,,,,,,,
USE_BUTTON,,Use,Utiliser,Usar,Benutzen,,,,,,,,,,,,,使う,,,사용,,,,,,,,
TITLE_AVATAR,,Avatar,Avatar,Avatar,Avatar,,,,,,,,,,,,,アバター,,,아바타,,,,,,,,
AVATAR_FACIAL_HAIR,,Facial Hair,Pilosité faciale,Vello facial,Gesichtsbehaarung,,,,,,,,,,,,,顔ひげ,,,수염,,,,,,,,
AVATAR_HANDS,,Hands,Mains,Manos,Hände,,,,,,,,,,,,,手,,,손,,,,,,,,
AVATAR_SKIN,,Skin,Peau,Piel,Haut,,,,,,,,,,,,,肌,,,피부,,,,,,,,
AVATAR_HAIR,,Hair,Cheveux,Cabello,Haare,,,,,,,,,,,,,髪,,,머리,,,,,,,,
AVATAR_EYES,,Eyes,Yeux,Ojos,Augen,,,,,,,,,,,,,目,,,눈,,,,,,,,
AVATAR_MOUTH,,Mouth,Bouche,Boca,Mund,,,,,,,,,,,,,口,,,입,,,,,,,,
AVATAR_GLASSES,,Glasses,Lunettes,Anteojos,Brille,,,,,,,,,,,,,メガネ,,,안경,,,,,,,,
FILTER_BY_OWNED_SONGS,,Owned Songs,Morceaux possédés,Canciones propias,Songs in Besitz,,,,,,,,,,,,,所有している曲,,,보유곡,,,,,,,,
FILTER_BY_NOT_OWNED_SONGS,,Not Purchased Yet,Pas encore acheté,No se ha comprado,Noch nicht gekauft,,,,,,,,,,,,,未購入,,,아직 미구매 시,,,,,,,,
FILTER_BY_NOT_PLAYED_YET,,Not Played Yet,Pas encore essayé,Sin jugar,Noch nicht gespielt,,,,,,,,,,,,,未プレイ,,,미도전,,,,,,,,
FILTER_BY_MIN_BPM,,Filter by Min BPM,Filtrer par tempo min.,Filtrar por Mín de BPM,Nach min. BPM filtern,,,,,,,,,,,,,最低BPMでフィルター,,,최소 BPM으로 필터링,,,,,,,,
MIN_BPM,,Min BPM,Tempo min.,Mín de BPM,Min. BPM,,,,,,,,,,,,,最低BPM,,,최소 BPM,,,,,,,,
FILTER_BY_MAX_BPM,,Filter by Max BPM,Filtrer par tempo max.,Filtrar por Máx de BPM,Nach max. BPM filtern,,,,,,,,,,,,,最高BPMでフィルター,,,최대 BPM으로 필터링,,,,,,,,
MAX_BPM,,Max BPM,Tempo max.,Máx de BPM,Max. BPM,,,,,,,,,,,,,最高BPM,,,최대 BPM,,,,,,,,
LABEL_FILTER_BY_TEXT,,Filter by Text,Filtrer par texte,Filtrar por texto,Nach Text filtern,,,,,,,,,,,,,テキストでフィルター,,,텍스트로 필터링,,,,,,,,
LABEL_TEXT,,Text,Texte,Texto,Text,,,,,,,,,,,,,テキスト,,,텍스트,,,,,,,,
NO_ALLOWED_BEATMAP_INFO,,This level doesn't contain any allowed characteristic or difficulty,Ce niveau ne contient aucune difficulté ou caractéristique autorisée,Este nivel no contiene ninguna característica o dificultad permitida,Dieses Level enthält keine erlaubten Eigenschaften oder Schwierigkeitsgrade,,,,,,,,,,,,,このステージには許可された特徴、または難易度が含まれていません,,,이 레벨은 허용된 특징이나 난이도를 포함하지 않습니다,,,,,,,,
BUTTON_RANDOMIZE,,Randomize,Aléatoire,Aleatorizar,Zufällig,,,,,,,,,,,,,ランダム,,,무작위,,,,,,,,
AVATAR_CLOTHES_BASKET,,Basket,Basket,Básquet,Korb,,,,,,,,,,,,,バスケット,,,바스켓,,,,,,,,
AVATAR_CLOTHES_DRESS,,Dress,Robe,Vestido,Kleid,,,,,,,,,,,,,ドレス,,,드레스,,,,,,,,
AVATAR_CLOTHES_HOODIE,,Hoodie,Sweat à capuche,Sudadera,Kapuzenpullover,,,,,,,,,,,,,パーカー,,,후디,,,,,,,,
AVATAR_CLOTHES_JACKET,,Jacket,Veste,Chamarra,Jacke,,,,,,,,,,,,,ジャケット,,,재킷,,,,,,,,
AVATAR_CLOTHES_JUMPSUIT,,Jumpsuit,Combinaison,Jumpsuit,Overall,,,,,,,,,,,,,ジャンプスーツ,,,점프슈트,,,,,,,,
AVATAR_CLOTHES_ROCK,,Rock,Rock,Rock,Stein,,,,,,,,,,,,,ロック,,,록,,,,,,,,
AVATAR_CLOTHES_TRACKSUIT,,Tracksuit,Survêtement,Pantalonera,Trainingsanzug,,,,,,,,,,,,,トラックスーツ,,,트랙슈트,,,,,,,,
AVATAR_CLOTHES_VEST,,Vest,Gilet,Camiseta,Weste,,,,,,,,,,,,,ベスト,,,조끼,,,,,,,,
AVATAR_EYES_EYES1,,1,1,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,
AVATAR_EYES_EYES2,,2,2,2,2,,,,,,,,,,,,,2,,,2,,,,,,,,
AVATAR_EYES_EYES3,,3,3,3,3,,,,,,,,,,,,,3,,,3,,,,,,,,
AVATAR_EYES_EYES4,,4,4,4,4,,,,,,,,,,,,,4,,,4,,,,,,,,
AVATAR_EYES_EYES5,,5,5,5,5,,,,,,,,,,,,,5,,,5,,,,,,,,
AVATAR_EYES_EYES6,,6,6,6,6,,,,,,,,,,,,,6,,,6,,,,,,,,
AVATAR_EYES_EYES7,,7,7,7,7,,,,,,,,,,,,,7,,,7,,,,,,,,
AVATAR_EYES_EYES8,,8,8,8,8,,,,,,,,,,,,,8,,,8,,,,,,,,
AVATAR_EYES_EYES9,,9,9,9,9,,,,,,,,,,,,,9,,,9,,,,,,,,
AVATAR_EYES_EYES10,,10,10,10,10,,,,,,,,,,,,,10,,,10,,,,,,,,
AVATAR_EYES_EYES11,,11,11,11,11,,,,,,,,,,,,,11,,,11,,,,,,,,
AVATAR_EYES_EYES12,,12,12,12,12,,,,,,,,,,,,,12,,,12,,,,,,,,
AVATAR_FACIALHAIR_NONE,,None,Aucune,Ninguno,Ohne,,,,,,,,,,,,,なし,,,없음,,,,,,,,
AVATAR_FACIALHAIR_BEARD01,,Beard 1,Barbe 1,Barba 1,Bart 1,,,,,,,,,,,,,ひげ1,,,턱수염 1,,,,,,,,
AVATAR_FACIALHAIR_BEARD02,,Beard 2,Barbe 2,Barba 2,Bart 2,,,,,,,,,,,,,ひげ2,,,턱수염 2,,,,,,,,
AVATAR_FACIALHAIR_BEARD03,,Beard 3,Barbe 3,Barba 3,Bart 3,,,,,,,,,,,,,ひげ3,,,턱수염 3,,,,,,,,
AVATAR_FACIALHAIR_MOUSTACHE01,,Moustache 1,Moustache 1,Bigote 1,Schnurrbart 1,,,,,,,,,,,,,口ひげ1,,,콧수염 1,,,,,,,,
AVATAR_FACIALHAIR_MOUSTACHE02,,Moustache 2,Moustache 2,Bigote 2,Schnurrbart 2,,,,,,,,,,,,,口ひげ2,,,콧수염 2,,,,,,,,
AVATAR_GLASSES_NONE,,None,Aucune,Ninguno,Ohne,,,,,,,,,,,,,なし,,,없음,,,,,,,,
AVATAR_GLASSES_GLASSES01,,Glasses 1,Lunettes 1,Anteojos 1,Brille 1,,,,,,,,,,,,,メガネ1,,,안경 1,,,,,,,,
AVATAR_GLASSES_GLASSES02,,Glasses 2,Lunettes 2,Anteojos 2,Brille 2,,,,,,,,,,,,,メガネ2,,,안경 2,,,,,,,,
AVATAR_HEAD_NONE,,None,Aucun,Ninguno,Ohne,,,,,,,,,,,,,なし,,,없음,,,,,,,,
AVATAR_HEADTOP_BEDHEAD,,Bed Head,Décoiffé,Desgreñado,Wuschelkopf,,,,,,,,,,,,,寝ぐせ,,,베드 헤드,,,,,,,,
AVATAR_HEADTOP_BOB,,Bob,Carré,Cabello corto,Bob,,,,,,,,,,,,,ボブ,,,보브,,,,,,,,
AVATAR_HEADTOP_DOUBLETROUBLE,,Double Trouble,Chignons,Doble problema,Doppeldutt,,,,,,,,,,,,,ダブルトラブル,,,더블 트러블,,,,,,,,
AVATAR_HEADTOP_EMO,,Emo,Émo,Emo,Emo,,,,,,,,,,,,,エモ,,,이모,,,,,,,,
AVATAR_HEADTOP_HALFSHAVED,,Half Shaved,À moitié rasé,Medio rapado,Halbrasiert,,,,,,,,,,,,,ハーフシェーブド,,,하프 셰이브드,,,,,,,,
AVATAR_HEADTOP_HEARTBREAK,,Heartbreak,Chagrin d'amour,Rompecorazones,Herzensbrecher,,,,,,,,,,,,,ハートブレイク,,,하트브레이크,,,,,,,,
AVATAR_HEADTOP_HIPPIE,,Hippie,Hippie,Hippie,Hippie,,,,,,,,,,,,,ヒッピー,,,히피,,,,,,,,
AVATAR_HEADTOP_LONGBANGS,,Long Bangs,Frange longue,Fleco largo,Langer Pony,,,,,,,,,,,,,ロングバングス,,,긴 앞머리,,,,,,,,
AVATAR_HEADTOP_LOOSE,,Loose,Détachés,Suelto,Ungebunden,,,,,,,,,,,,,ルース,,,루즈,,,,,,,,
AVATAR_HEADTOP_MAGICIAN,,Magician,Magicien,Mago,Magier,,,,,,,,,,,,,マジシャン,,,마술사,,,,,,,,
AVATAR_HEADTOP_NANNY,,Nanny,Nounou,Nana,Kindermädchen,,,,,,,,,,,,,ナニー,,,내니,,,,,,,,
AVATAR_HEADTOP_NORMIE,,Normie,Conformiste,Normalito,Normie,,,,,,,,,,,,,一般,,,평범,,,,,,,,
AVATAR_HEADTOP_ONFIRE,,OnFire,Enflammé,Increíble,Brennend,,,,,,,,,,,,,オンファイア,,,온 파이어,,,,,,,,
AVATAR_HEADTOP_POLOCAP,,Polo Cap,Casquette de polo,Gorra Polo,Polomütze,,,,,,,,,,,,,ポロキャップ,,,폴로 캡,,,,,,,,
AVATAR_HEADTOP_PONYTAIL,,Ponytail,Queue de cheval,Cola de caballo,Pferdeschwanz,,,,,,,,,,,,,ポニーテール,,,포니테일,,,,,,,,
AVATAR_HEADTOP_PUNK,,Punk,Punk,Punk,Punk,,,,,,,,,,,,,パンク,,,펑크,,,,,,,,
AVATAR_HEADTOP_SCIFI,,Scifi,Science-fiction,Scifi,Scifi,,,,,,,,,,,,,サイファイ,,,SF,,,,,,,,
AVATAR_HEADTOP_SULTAN,,Sultan,Sultan,Sultán,Sultan,,,,,,,,,,,,,スルタン,,,술탄,,,,,,,,
AVATAR_HEADTOP_SWEATBAND,,Sweat Band,Bandeau de sport,Banda elástica,Schweißband,,,,,,,,,,,,,スウェットバンド,,,스웨트 밴드,,,,,,,,
AVATAR_HEADTOP_UNTIDY,,Untidy,Négligé,Descuidado,Unordentlich,,,,,,,,,,,,,アンタイディ,,,지저분,,,,,,,,
AVATAR_HEADTOP_WETHAIR,,Wet Hair,Cheveux mouillés,Cabello húmedo,Wet-Hair,,,,,,,,,,,,,ウェットヘア,,,젖은 머리,,,,,,,,
AVATAR_HEADTOP_WINDSWEPT,,Windswept,Balayage,Despeinado,Windzerzaust,,,,,,,,,,,,,ウィンドスウェプト,,,바람돌이,,,,,,,,
AVATAR_HEADTOP_WINTERHAT,,Winter Hat,Chapeau d'hiver,Gorro de invierno,Wintermütze,,,,,,,,,,,,,ウィンターハット,,,겨울 모자,,,,,,,,
AVATAR_HEADTOP_WIZARD,,Wizard,Magicien,Hechicero,Zauberer,,,,,,,,,,,,,ウィザード,,,마법사,,,,,,,,
AVATAR_MOUTH_MOUTH1,,1,1,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,
AVATAR_MOUTH_MOUTH2,,2,2,2,2,,,,,,,,,,,,,2,,,2,,,,,,,,
AVATAR_MOUTH_MOUTH3,,3,3,3,3,,,,,,,,,,,,,3,,,3,,,,,,,,
AVATAR_MOUTH_MOUTH4,,4,4,4,4,,,,,,,,,,,,,4,,,4,,,,,,,,
AVATAR_MOUTH_MOUTH5,,5,5,5,5,,,,,,,,,,,,,5,,,5,,,,,,,,
AVATAR_MOUTH_MOUTH6,,6,6,6,6,,,,,,,,,,,,,6,,,6,,,,,,,,
AVATAR_MOUTH_MOUTH7,,7,7,7,7,,,,,,,,,,,,,7,,,7,,,,,,,,
AVATAR_MOUTH_MOUTH8,,8,8,8,8,,,,,,,,,,,,,8,,,8,,,,,,,,
AVATAR_MOUTH_MOUTH9,,9,9,9,9,,,,,,,,,,,,,9,,,9,,,,,,,,
AVATAR_MOUTH_MOUTH10,,10,10,10,10,,,,,,,,,,,,,10,,,10,,,,,,,,
AVATAR_MOUTH_MOUTH11,,11,11,11,11,,,,,,,,,,,,,11,,,11,,,,,,,,
AVATAR_MOUTH_MOUTH12,,12,12,12,12,,,,,,,,,,,,,12,,,12,,,,,,,,
AVATAR_HANDS_FINGERLESS,,Fingerless Gloves,Mitaines,Guantes sin dedos,Fingerlose Handschuhe,,,,,,,,,,,,,指なしグローブ,,,반장갑,,,,,,,,
AVATAR_HANDS_BAREHANDS,,Bare Hands,Mains nues,Manos desnudas,Bloße Hände,,,,,,,,,,,,,素手,,,맨손,,,,,,,,
TITLE_EDIT_AVATAR,,Edit Avatar,Modifier l'avatar,Editar Avatar,Avatar bearbeiten,,,,,,,,,,,,,アバターを編集,,,아바타 편집,,,,,,,,
TITLE_CREATE_AVATAR,,Create Your Avatar,Créez votre avatar,Crea tu Avatar,Deinen Avatar erstellen,,,,,,,,,,,,,アバターを作成,,,나만의 아바타 생성,,,,,,,,
BUTTON_DISCONNECT,,Disconnect,Se déconnecter,Desconectarse,Verbindung trennen,,,,,,,,,,,,,切断,,,연결 끊기,,,,,,,,
BUTTON_GIVE_UP,,Give Up,Abandonner,Rendirse,Aufgeben,,,,,,,,,,,,,ギブアップ,,,포기,,,,,,,,
BUTTON_RESUME,,Resume,Reprendre,Reanudar,Fortsetzen,,,,,,,,,,,,,続ける,,,재개,,,,,,,,
LABEL_SERVER_CODE,,Server Code,Code de serveur,Código del servidor,Servercode,,,,,,,,,,,,,サーバーコード,,,서버 코드,,,,,,,,
TITLE_CLIENT_DISCONNECTED,,Client Disconnected,Client déconnecté,Cliente desconectado,Client-Verbindung getrennt,,,,,,,,,,,,,クライアントが切断,,,클라이언트 연결 끊김,,,,,,,,
BUTTON_RECOMMEND,,Recommend,Recommander,Recomendar,Empfehlen,,,,,,,,,,,,,おすすめ,,,권장,,,,,,,,
MULTIPLAYER_DISCLAIMER,,"If you play in multiplayer mode, other players will be able to see your username, avatar, and other information necessary to enable you to play multiplayer games.","Si vous jouez en mode multijoueur, les autres joueurs pourront voir votre identifiant, votre avatar et d'autres informations requises pour accéder à ce mode.","Si juegas en el modo Multijugador, otros jugadores podrán ver tu nombre de usuario, avatar y otra información necesaria para que puedas jugar las partidas Multijugador.","Wenn du im Mehrspielermodus spielst, können andere Spieler deinen Benutzernamen, Avatar und andere Informationen sehen, damit du Mehrspielerspiele spielen kannst.",,,,,,,,,,,,,マルチプレイヤーモードでプレイした場合、他のプレイヤーはあなたのユーザー名やアバターなど、ゲームをプレイするために必要な情報を見ることができます。,,,"멀티플레이어 모드에서는 사용자의 사용자 이름, 아바타, 기타 멀티플레이어 게임을 이용하는데 필요한 정보가 다른 플레이어에게 보이게 됩니다.",,,,,,,,
MP_MISSING_SONG_ENTITLEMENT,,Missing Song Entitlement ,Morceau inaccessible ,Falta Derecho de la Canción ,Song-Berechtigung fehlt ,,,,,,,,,,,,,曲の権利なし ,,,곡을 이용할 자격이 없습니다 ,,,,,,,,
TITLE_RECOMMEND_LEVEL,,Recommend Level,Recommander un niveau,Recomendar Nivel,Level empfehlen,,,,,,,,,,,,,おすすめのステージ,,,권장 레벨,,,,,,,,
LABEL_JOINING_LOBBY,,Joining Lobby,Entrée dans le salon,Uniéndose al lobby,Lobby wird beigetreten,,,,,,,,,,,,,ロビーに参加しています,,,로비 참가,,,,,,,,
BUTTON_SELECT,,Select,Choisir,Seleccionar,Auswählen,,,,,,,,,,,,,選択,,,선택,,,,,,,,
TITLE_SELECT_LEVEL,,Select Level,Choisir un niveau,Seleccionar nivel,Level auswählen,,,,,,,,,,,,,ステージを選択,,,레벨 선택,,,,,,,,
CONFIRM_KICK,,Confirm Kick,Confirmer l'expulsion,Confirmar expulsión,Rauswerfen bestätigen,,,,,,,,,,,,,キックの確認,,,추방 확인,,,,,,,,
COUNTDOWN_GO,,GO!,C'EST PARTI !,¡AHORA!,LOS!,,,,,,,,,,,,,GO!,,,GO!,,,,,,,,
TITLE_CLIENT_SETUP,,Client Setup,Configuration du client,Configuración del cliente,Client-Einrichtung,,,,,,,,,,,,,クライアント設定,,,클라이언트 설정,,,,,,,,
TITLE_GAME_STARTING,,Game Starting,Début de la partie,Inicio de la partida,Spiel wird gestartet,,,,,,,,,,,,,ゲームをスタートしています,,,게임을 시작합니다,,,,,,,,
TITLE_SUGGEST_MODIFIERS,,Suggest Modifiers,Proposer des modificateurs,Sugerir modificadores,Modifikatoren vorschlagen,,,,,,,,,,,,,ルール変更を提案,,,모디파이어 추천,,,,,,,,
TITLE_GAME_BROWSER,,Game Browser,Navigateur du jeu,Navegador del juego,Spiel-Browser,,,,,,,,,,,,,ゲームブラウザ,,,게임 브라우저,,,,,,,,
LABEL_CREATE_SERVER,,Create Server,Créer un serveur,Crear servidor,Server erstellen,,,,,,,,,,,,,サーバーを作成,,,서버 생성,,,,,,,,
TITLE_JOIN_SERVER,,Join Server,Rejoindre un serveur,Unirse al servidor,Server beitreten,,,,,,,,,,,,,サーバーに参加,,,서버 참가,,,,,,,,
TITLE_GAME_SERVER_FILTER,,Game Servers Filter,Filtre de serveurs de jeu,Filtro de los servidores del juego,Spielserver filtern,,,,,,,,,,,,,ゲームサーバーでフィルター,,,게임 서버 필터,,,,,,,,
TITLE_HOST_SETUP,,Host Setup,Configuration de l'hôte,Configuración del host,Host-Einrichtung,,,,,,,,,,,,,ホスト設定,,,호스트 설정,,,,,,,,
TITLE_SELECT_MODIFIERS,,Select Modifiers,Choisir des modificateurs,Seleccionar modificadores,Modifikatoren auswählen,,,,,,,,,,,,,ルール変更を選択,,,모디파이어 선택,,,,,,,,
LABEL_MULTIPLAYER_MODE_SELECTION,,Multiplayer Mode Selection,Sélection du mode multijoueur,Selección del modo Multijugador,Mehrspielermodus-Auswahl,,,,,,,,,,,,,マルチプレイヤーモードの選択,,,멀티플레이어 모드 선택,,,,,,,,
LABEL_JOIN_QUICK_PLAY,,Join Quick Play,Rejoindre une partie rapide,Unirse a partida rápida,Schnellem Spiel beitreten,,,,,,,,,,,,,クイックプレイに参加プレイ,,,빠른 플레이 참가,,,,,,,,
LABEL_JOIN_VIA_CODE,,Join via Code,Rejoindre avec un code,Unirse por código,Per Code beitreten,,,,,,,,,,,,,コード経由で参加,,,코드로 참가,,,,,,,,
LABEL_JOINING_QUICK_PLAY,,Joining Quick Play,Vous allez rejoindre une partie rapide,Uniéndose a partida rápida,Schnellem Spiel wird beigetreten,,,,,,,,,,,,,クイックプレイに参加しています,,,빠른 플레이 참가 중,,,,,,,,
LABEL_JOINING_GAME,,Joining Game,Vous allez rejoindre une partie,Uniéndose a la partida,Spiel wird beigetreten,,,,,,,,,,,,,ゲームに参加しています,,,게임 참가 중,,,,,,,,
LABEL_CREATING_SERVER,,Creating Server,Création d'un serveur,Creando servidor,Server wird erstellt,,,,,,,,,,,,,サーバーを作成しています,,,서버 생성하는 중,,,,,,,,
LABEL_MULTIPLAYER_DISCLAIMER,,Multiplayer Disclaimer,Remarque sur le mode multijoueur,Declaración de responsabilidad del Multijugador,Mehrspieler-Hinweis,,,,,,,,,,,,,マルチプレイヤーを棄権,,,멀티플레이어 고지 사항,,,,,,,,
TITLE_QUICK_PLAY_LOBBY,,Quick Play Lobby,Salon de partie rapide,Lobby de partida rápida,Schnelles-Spiel-Lobby,,,,,,,,,,,,,クイックプレイロビー,,,빠른 플레이 로비,,,,,,,,
MODIFIER_ALL,,All,Tout,Todo,Alle,,,,,,,,,,,,,すべて,,,전체,,,,,,,,
MODIFIER_NONE,,None,Aucun,Ninguno,Ohne,,,,,,,,,,,,,なし,,,없음,,,,,,,,
BUTTON_OBSERVE_NEXT,,Next,Suivant,Siguiente,Weiter,,,,,,,,,,,,,次,,,다음,,,,,,,,
BUTTON_OBSERVE_PREV,,Previous,Précédent,Anterior,Zurück,,,,,,,,,,,,,前,,,이전,,,,,,,,
BUTTON_DO_NOT_AGREE_AND_QUIT,,Do Not Agree and Quit,Refuser et quitter,No Aceptar y Salir,Nicht zustimmen und verlassen,,,,,,,,,,,,,同意せず終了,,,동의 안 하고 끝내기,,,,,,,,
BUTTON_AGREE,,Agree,Accepter,Aceptar,Zustimmen,,,,,,,,,,,,,同意,,,동의,,,,,,,,
SETTINGS_ENABLE_OPEN_PARTY,,Enable Open Party,Activer Groupes ouverts,Activar grupo abierto,Offene Gruppe aktivieren,,,,,,,,,,,,,オープンパーティーを有効化,,,오픈 파티 사용,,,,,,,,
TITLE_LOCAL_NETWORK_PLAYERS,,Local Network Players,Joueurs en réseau local,Jugadores en red local,Lokale Netzwerkspieler,,,,,,,,,,,,,ローカルネットワークプレイヤー,,,로컬 네트워크 플레이어,,,,,,,,
OPEN_DATA_PRIVACY_PAGE_BUTTON,,Open Data Privacy,Confidentialité des données ouvertes,Privacidad de datos abierta,Datenschutzrichtlinie öffnen,,,,,,,,,,,,,オープンデータの個人情報,,,개인정보보호 열기,,,,,,,,
PRACTICE,,Practice,Entraînement,Practicar,Üben,,,,,,,,,,,,,練習,,,연습,,,,,,,,
SETTINGS_ENABLE_NETWORK_DISCOVERABILITY,,Enable Network Discoverability,Activer la découverte de réseau,Activar capacidad de descubrir red,Netzwerk-Auffindbarkeit aktivieren,,,,,,,,,,,,,ネットワーク公開を有効化,,,네트워크 검색 가능성 사용,,,,,,,,
NO_LEVEL_SELECTED,,No Level Selected,Aucun niveau sélectionné,No hay nivel seleccionado,Kein Level ausgewählt,,,,,,,,,,,,,ステージ選択なし,,,선택된 레벨 없음,,,,,,,,
NEXT_LEVEL,,Next Level,Niveau suivant,Siguiente nivel,Nächstes Level,,,,,,,,,,,,,次のステージ,,,다음 레벨,,,,,,,,
SUGGESTED_LEVEL,,Suggested Level,Niveau recommandé,Nivel sugerido,Vorgeschlagenes Level,,,,,,,,,,,,,提案されたステージ,,,추천 레벨,,,,,,,,
